filename,path,kelas_asli,label,H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median
M32-LBA-AN_frame_0803.jpg,Dataset_air/Dataset\Class 5\M32-LBA-AN_frame_0803.jpg,Class 5,Kotor,17.805736,77.506512,136.418776,0.48560632028835865,2.5921723696266805,2.8506747730711055,18.0,77.0,137.0
M31-LBA-AN_frame_2951.jpg,Dataset_air/Dataset\Class 5\M31-LBA-AN_frame_2951.jpg,Class 5,Kotor,17.130788,97.386352,136.34632,0.7407958551827892,4.0655474578580435,3.4443087053282553,17.0,97.0,136.0
M17-LBA-AN_frame_1391.jpg,Dataset_air/Dataset\Class 3\M17-LBA-AN_frame_1391.jpg,Class 3,Keruh,28.87918,11.986116,160.798756,2.5539456782790038,1.9350191819576363,6.12112088203329,30.0,13.0,161.0
M16-LBA-AN_frame_2639.jpg,Dataset_air/Dataset\Class 3\M16-LBA-AN_frame_2639.jpg,Class 3,Keruh,48.898792,4.860432,168.996796,4.295469816066224,1.2478977415541708,6.5833980385803805,50.0,5.0,170.0
M22-LBA-AN_frame_0623.jpg,Dataset_air/Dataset\Class 4\M22-LBA-AN_frame_0623.jpg,Class 4,Kotor,17.50318,38.712132,151.974984,1.5156219474525958,2.539702347633675,4.324816550993117,16.0,39.0,152.0
M28-LBA-AN_frame_2783.jpg,Dataset_air/Dataset\Class 4\M28-LBA-AN_frame_2783.jpg,Class 4,Kotor,19.30642,60.498412,141.123644,0.7660018169691244,2.8796814890289517,4.112696944981967,19.0,61.0,141.0
M4-LBA-AN_frame_3455.jpg,Dataset_air/Dataset\Class 1\M4-LBA-AN_frame_3455.jpg,Class 1,Jernih,93.64498,5.614084,172.669976,17.690373110808036,2.7137650673822153,7.040599701689055,103.0,5.0,174.0
M12-LBA-AN_frame_3851.jpg,Dataset_air/Dataset\Class 2\M12-LBA-AN_frame_3851.jpg,Class 2,Jernih,33.84642,11.315068,170.415388,2.5198954707685792,1.566420172040695,6.52317781525661,34.0,12.0,172.0
M17-LBA-AN_frame_0611.jpg,Dataset_air/Dataset\Class 3\M17-LBA-AN_frame_0611.jpg,Class 3,Keruh,29.562128,12.411216,160.95636,1.528121759421022,1.2857952408311364,5.451842949902354,30.0,13.0,161.0
M31-LBA-AN_frame_3719.jpg,Dataset_air/Dataset\Class 5\M31-LBA-AN_frame_3719.jpg,Class 5,Kotor,17.177556,97.145652,137.300088,0.6247990611900758,3.696806932326329,3.7471038406022323,17.0,97.0,137.0
M8-LBA-AN_frame_3683.jpg,Dataset_air/Dataset\Class 2\M8-LBA-AN_frame_3683.jpg,Class 2,Jernih,35.092684,9.117484,172.165032,3.147106238458435,1.611466881367408,5.851621693084405,35.0,9.0,173.0
M14-LBA-AN_frame_1235.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_1235.jpg,Class 3,Keruh,33.279224,11.9945,167.42418,2.399525360946202,1.1666112248731366,6.635050212892138,34.0,12.0,168.0
M20-LBA-AN_frame_0551.jpg,Dataset_air/Dataset\Class 3\M20-LBA-AN_frame_0551.jpg,Class 3,Keruh,16.612012,23.680916,161.422612,1.7496917762440334,1.7466188482161757,5.687815318508153,16.0,24.0,162.0
M26-LBA-AN_frame_2339.jpg,Dataset_air/Dataset\Class 4\M26-LBA-AN_frame_2339.jpg,Class 4,Kotor,18.656948,44.52838,147.174664,1.068366662385157,4.2079042973432745,4.1526873813356096,19.0,43.0,147.0
M3-LBA-AN_frame_1931.jpg,Dataset_air/Dataset\Class 1\M3-LBA-AN_frame_1931.jpg,Class 1,Jernih,78.559992,3.218008,168.277484,11.124099287579917,0.7815423929231222,6.848922150947842,75.0,3.0,168.0
M5-LBA-AN_frame_2447.jpg,Dataset_air/Dataset\Class 2\M5-LBA-AN_frame_2447.jpg,Class 2,Jernih,74.624396,2.999824,168.460032,6.138497343420782,0.30927005840203803,6.406780982597735,75.0,3.0,170.0
M33-LBA-AN_frame_3407.jpg,Dataset_air/Dataset\Class 5\M33-LBA-AN_frame_3407.jpg,Class 5,Kotor,16.968472,103.504456,133.143888,0.19583152252893302,3.068187110341219,3.5823288854397495,17.0,103.0,134.0
M31-LBA-AN_frame_0167.jpg,Dataset_air/Dataset\Class 5\M31-LBA-AN_frame_0167.jpg,Class 5,Kotor,16.85516,103.267428,130.99444,0.6219110663109316,4.140698282272689,3.626134179315487,17.0,103.0,131.0
M18-LBA-AN_frame_2639.jpg,Dataset_air/Dataset\Class 3\M18-LBA-AN_frame_2639.jpg,Class 3,Keruh,17.372892,23.317248,166.385964,2.2935133651967234,2.5838192093287025,5.448137644250924,16.0,23.0,167.0
M23-LBA-AN_frame_4103.jpg,Dataset_air/Dataset\Class 4\M23-LBA-AN_frame_4103.jpg,Class 4,Kotor,17.317944,38.140416,153.368056,1.5063783100084789,2.5587315894685005,4.652715205217701,16.0,37.0,153.0
M29-LBA-AN_frame_1079.jpg,Dataset_air/Dataset\Class 5\M29-LBA-AN_frame_1079.jpg,Class 5,Kotor,18.829736,40.388784,152.936916,0.7747684623834401,2.2438393439246043,4.295237410079215,19.0,40.0,153.0
M4-LBA-AN_frame_1751.jpg,Dataset_air/Dataset\Class 1\M4-LBA-AN_frame_1751.jpg,Class 1,Jernih,100.00562,8.575496,170.01966,10.734012316724813,2.531214007938483,6.6429048980397125,103.0,10.0,171.0
M8-LBA-AN_frame_1295.jpg,Dataset_air/Dataset\Class 2\M8-LBA-AN_frame_1295.jpg,Class 2,Jernih,24.943292,8.023504,170.803772,3.7119035820904616,1.6012943395840753,7.201261734725103,24.0,8.0,172.0
M9-LBA-AN_frame_0995.jpg,Dataset_air/Dataset\Class 2\M9-LBA-AN_frame_0995.jpg,Class 2,Jernih,25.985224,9.134328,171.60314,3.4715480221111736,2.267237082533717,7.08508758875993,25.0,9.0,172.0
M14-LBA-AN_frame_1991.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_1991.jpg,Class 3,Keruh,33.660728,12.074764,167.95376,1.7086551758666813,0.9126523677194948,6.341224318883539,34.0,12.0,168.0
M10-LBA-AN_frame_0371.jpg,Dataset_air/Dataset\Class 2\M10-LBA-AN_frame_0371.jpg,Class 2,Jernih,32.757852,11.366508,173.03746,3.4872568511791613,1.3237053622071642,7.382601760111404,34.0,12.0,174.0
M32-LBA-AN_frame_1931.jpg,Dataset_air/Dataset\Class 5\M32-LBA-AN_frame_1931.jpg,Class 5,Kotor,17.90352,76.381856,137.58228,0.36310275350098903,2.070146370492676,2.9499230501150366,18.0,76.0,138.0
M28-LBA-AN_frame_0983.jpg,Dataset_air/Dataset\Class 4\M28-LBA-AN_frame_0983.jpg,Class 4,Kotor,19.338428,60.182972,141.509484,0.7835958708518059,2.8607840266640197,3.8880913124236165,19.0,60.0,141.0
M9-LBA-AN_frame_3671.jpg,Dataset_air/Dataset\Class 2\M9-LBA-AN_frame_3671.jpg,Class 2,Jernih,25.701708,9.055308,171.108896,3.3963147502456246,2.2555622414679672,6.834532731736969,25.0,9.0,172.0
M18-LBA-AN_frame_0923.jpg,Dataset_air/Dataset\Class 3\M18-LBA-AN_frame_0923.jpg,Class 3,Keruh,17.407736,24.959108,165.915668,1.3138855940697425,2.269354940139598,5.730205241854431,18.0,26.0,166.0
M10-LBA-AN_frame_2819.jpg,Dataset_air/Dataset\Class 2\M10-LBA-AN_frame_2819.jpg,Class 2,Jernih,32.884628,11.28272,173.633168,3.2439736900314093,1.2979419869932556,7.841274021724786,34.0,12.0,174.0
M14-LBA-AN_frame_1511.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_1511.jpg,Class 3,Keruh,33.32834,12.003344,167.092768,2.4826576172319856,1.2514746572200333,6.594320745776323,34.0,12.0,168.0
M9-LBA-AN_frame_2519.jpg,Dataset_air/Dataset\Class 2\M9-LBA-AN_frame_2519.jpg,Class 2,Jernih,25.72472,9.097532,171.779856,3.777768246147453,2.259669778745558,6.6848252497177505,25.0,9.0,173.0
M9-LBA-AN_frame_1619.jpg,Dataset_air/Dataset\Class 2\M9-LBA-AN_frame_1619.jpg,Class 2,Jernih,25.536464,8.879616,171.761716,3.507508286049229,2.1826817662096323,6.950227099551784,24.0,8.0,173.0
M22-LBA-AN_frame_4319.jpg,Dataset_air/Dataset\Class 4\M22-LBA-AN_frame_4319.jpg,Class 4,Kotor,17.729252,38.47314,154.047608,1.4983068846187686,2.4928903987941387,4.408777322380436,19.0,39.0,154.0
M7-LBA-AN_frame_3275.jpg,Dataset_air/Dataset\Class 2\M7-LBA-AN_frame_3275.jpg,Class 2,Jernih,32.710392,8.222276,177.01524,7.7896541133952795,1.4904433500888252,5.866678765911766,35.0,9.0,178.0
M26-LBA-AN_frame_1163.jpg,Dataset_air/Dataset\Class 4\M26-LBA-AN_frame_1163.jpg,Class 4,Kotor,18.612804,43.612068,148.014692,1.0655004728220443,3.8851719091149626,3.9056907385424156,19.0,42.0,148.0
M28-LBA-AN_frame_0347.jpg,Dataset_air/Dataset\Class 4\M28-LBA-AN_frame_0347.jpg,Class 4,Kotor,19.343992,60.471272,140.941652,0.7376920115712249,2.4862788866126824,3.4912736230344366,19.0,61.0,141.0
M16-LBA-AN_frame_1535.jpg,Dataset_air/Dataset\Class 3\M16-LBA-AN_frame_1535.jpg,Class 3,Keruh,46.637704,5.488536,168.512888,6.702247205854466,1.8886451696133926,6.541669045393232,50.0,5.0,169.0
M4-LBA-AN_frame_1955.jpg,Dataset_air/Dataset\Class 1\M4-LBA-AN_frame_1955.jpg,Class 1,Jernih,100.837248,8.962296,173.458184,9.896543224100828,2.2735668911171274,7.30951950692684,103.0,10.0,175.0
M19-LBA-AN_frame_1883.jpg,Dataset_air/Dataset\Class 3\M19-LBA-AN_frame_1883.jpg,Class 3,Keruh,19.854336,21.255856,165.026092,4.65951649842599,3.2251005732014,4.254557463184155,18.0,23.0,165.0
M5-LBA-AN_frame_3755.jpg,Dataset_air/Dataset\Class 2\M5-LBA-AN_frame_3755.jpg,Class 2,Jernih,72.504448,3.060948,170.814476,12.570620200105324,0.7675945161971912,6.949117990466416,75.0,3.0,171.0
M27-LBA-AN_frame_3119.jpg,Dataset_air/Dataset\Class 4\M27-LBA-AN_frame_3119.jpg,Class 4,Kotor,18.145536,54.813488,145.568472,1.3731057033979575,3.7879806327192327,3.9288705228368115,17.0,53.0,146.0
M8-LBA-AN_frame_1403.jpg,Dataset_air/Dataset\Class 2\M8-LBA-AN_frame_1403.jpg,Class 2,Jernih,25.496024,8.231476,170.268776,4.138911957438089,1.6863400788168441,6.873342088229276,24.0,8.0,171.0
M13-LBA-AN_frame_1007.jpg,Dataset_air/Dataset\Class 3\M13-LBA-AN_frame_1007.jpg,Class 3,Keruh,33.308816,11.857048,169.143952,2.6102598870886395,1.1043499108959984,7.036293187587908,34.0,12.0,170.0
M23-LBA-AN_frame_4655.jpg,Dataset_air/Dataset\Class 4\M23-LBA-AN_frame_4655.jpg,Class 4,Kotor,17.483456,38.305336,153.463916,1.5154980356516468,2.499557146196902,4.543077585177696,16.0,38.0,153.0
M14-LBA-AN_frame_2327.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_2327.jpg,Class 3,Keruh,33.601744,12.07538,167.056528,2.072169915442264,1.008595982343773,6.786204578791889,34.0,12.0,168.0
M3-LBA-AN_frame_1859.jpg,Dataset_air/Dataset\Class 1\M3-LBA-AN_frame_1859.jpg,Class 1,Jernih,77.336424,3.175088,169.197708,9.312914629278206,0.7598685361666188,6.74624010443862,75.0,3.0,170.0
M19-LBA-AN_frame_0983.jpg,Dataset_air/Dataset\Class 3\M19-LBA-AN_frame_0983.jpg,Class 3,Keruh,18.182136,22.743316,165.479104,3.3351765286868997,2.9267684097215483,4.731829599339351,16.0,23.0,166.0
M16-LBA-AN_frame_3959.jpg,Dataset_air/Dataset\Class 3\M16-LBA-AN_frame_3959.jpg,Class 3,Keruh,47.336732,5.25998,168.924152,6.639560795728585,1.7912627946786592,6.643619426253735,50.0,5.0,170.0
M20-LBA-AN_frame_2495.jpg,Dataset_air/Dataset\Class 3\M20-LBA-AN_frame_2495.jpg,Class 3,Keruh,16.977556,23.429132,161.380608,2.329630929324214,2.0489884642369267,5.339720737111258,16.0,24.0,162.0
M8-LBA-AN_frame_1799.jpg,Dataset_air/Dataset\Class 2\M8-LBA-AN_frame_1799.jpg,Class 2,Jernih,25.33678,8.064504,170.80918,4.106553692769644,1.5523476524232578,7.670216667578563,24.0,8.0,172.0
M18-LBA-AN_frame_2531.jpg,Dataset_air/Dataset\Class 3\M18-LBA-AN_frame_2531.jpg,Class 3,Keruh,18.4912,22.62752,166.140492,3.5256231449206252,2.935515397609081,5.549360503511734,18.0,23.0,167.0
M19-LBA-AN_frame_1283.jpg,Dataset_air/Dataset\Class 3\M19-LBA-AN_frame_1283.jpg,Class 3,Keruh,19.372132,21.647676,165.52438,4.259291229133787,3.1600619929083673,4.586879289407996,18.0,23.0,166.0
M4-LBA-AN_frame_3575.jpg,Dataset_air/Dataset\Class 1\M4-LBA-AN_frame_3575.jpg,Class 1,Jernih,101.735828,9.564496,173.566192,7.019361306729837,1.7743551690639616,6.845964842090267,103.0,10.0,174.0
M29-LBA-AN_frame_0263.jpg,Dataset_air/Dataset\Class 5\M29-LBA-AN_frame_0263.jpg,Class 5,Kotor,18.669936,41.605624,151.75798,0.990281654835633,3.5580370389617926,4.52736991194667,19.0,41.0,152.0
M12-LBA-AN_frame_1739.jpg,Dataset_air/Dataset\Class 2\M12-LBA-AN_frame_1739.jpg,Class 2,Jernih,33.589916,11.505408,169.679832,2.6197822644151176,1.4197305214497573,6.922691127861765,34.0,12.0,171.0
M26-LBA-AN_frame_3227.jpg,Dataset_air/Dataset\Class 4\M26-LBA-AN_frame_3227.jpg,Class 4,Kotor,18.546156,44.853884,146.96724,1.1513876947683608,4.2099137894432,3.9281434269130244,19.0,43.0,147.0
M32-LBA-AN_frame_3251.jpg,Dataset_air/Dataset\Class 5\M32-LBA-AN_frame_3251.jpg,Class 5,Kotor,17.348936,77.87788,140.967916,0.5889818909813781,3.2594095639547973,3.154013097142115,17.0,78.0,141.0
M8-LBA-AN_frame_1007.jpg,Dataset_air/Dataset\Class 2\M8-LBA-AN_frame_1007.jpg,Class 2,Jernih,24.698364,7.932348,169.608256,3.105604566506174,1.5259971189016053,6.9887967947611696,24.0,8.0,171.0
M14-LBA-AN_frame_0935.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_0935.jpg,Class 3,Keruh,33.304488,11.9858,167.430488,2.423852936515745,1.2055962674129346,6.614399449825812,34.0,12.0,168.0
M2-LBA-AN_frame_0599.jpg,Dataset_air/Dataset\Class 1\M2-LBA-AN_frame_0599.jpg,Class 1,Jernih,38.175488,6.302688,171.914696,14.658309451019786,2.528204891747502,7.3340163094708215,36.0,7.0,172.0
M26-LBA-AN_frame_1631.jpg,Dataset_air/Dataset\Class 4\M26-LBA-AN_frame_1631.jpg,Class 4,Kotor,18.752116,44.118076,147.9387,1.0447916168040399,4.087081851177439,3.76578787373904,19.0,42.0,148.0
M19-LBA-AN_frame_0971.jpg,Dataset_air/Dataset\Class 3\M19-LBA-AN_frame_0971.jpg,Class 3,Keruh,17.95738,22.85394,165.500016,3.0404071331977893,2.7779399699057574,4.3455604931635685,16.0,23.0,166.0
M16-LBA-AN_frame_2975.jpg,Dataset_air/Dataset\Class 3\M16-LBA-AN_frame_2975.jpg,Class 3,Keruh,48.738664,4.880412,169.608584,4.993334706897185,1.3320805945047018,6.370276094090742,50.0,5.0,171.0
M20-LBA-AN_frame_2387.jpg,Dataset_air/Dataset\Class 3\M20-LBA-AN_frame_2387.jpg,Class 3,Keruh,17.087864,23.297772,161.285824,2.3935262516847398,1.9873217746545224,5.346048320116831,16.0,23.0,162.0
M20-LBA-AN_frame_0419.jpg,Dataset_air/Dataset\Class 3\M20-LBA-AN_frame_0419.jpg,Class 3,Keruh,16.554268,23.726864,160.984864,1.689335663560087,1.6556801398531056,5.666869585715204,16.0,24.0,162.0
M17-LBA-AN_frame_0491.jpg,Dataset_air/Dataset\Class 3\M17-LBA-AN_frame_0491.jpg,Class 3,Keruh,29.493876,12.367668,160.9066,1.777747590808099,1.350768759549909,5.786023542987014,30.0,13.0,161.0
M31-LBA-AN_frame_0359.jpg,Dataset_air/Dataset\Class 5\M31-LBA-AN_frame_0359.jpg,Class 5,Kotor,16.828084,103.514128,131.270836,0.6051189047980571,3.8173729709861988,3.270124747024798,17.0,104.0,131.0
M20-LBA-AN_frame_0011.jpg,Dataset_air/Dataset\Class 3\M20-LBA-AN_frame_0011.jpg,Class 3,Keruh,16.438188,24.058472,161.229776,1.3859449039034704,1.7151690952253076,5.539220431597212,16.0,24.0,162.0
M28-LBA-AN_frame_1259.jpg,Dataset_air/Dataset\Class 4\M28-LBA-AN_frame_1259.jpg,Class 4,Kotor,19.36316,60.636356,140.425408,0.777875834821985,2.793951868100809,3.9236987694694405,19.0,61.0,140.0
M18-LBA-AN_frame_1535.jpg,Dataset_air/Dataset\Class 3\M18-LBA-AN_frame_1535.jpg,Class 3,Keruh,17.20076,24.33124,166.361752,1.5190969101410217,2.3631843056350896,5.543056872385129,16.0,23.0,167.0
M13-LBA-AN_frame_2471.jpg,Dataset_air/Dataset\Class 3\M13-LBA-AN_frame_2471.jpg,Class 3,Keruh,33.631796,11.945688,169.595344,1.8557105955358448,0.8949917355238539,6.551066899495379,34.0,12.0,171.0
M32-LBA-AN_frame_3323.jpg,Dataset_air/Dataset\Class 5\M32-LBA-AN_frame_3323.jpg,Class 5,Kotor,17.41466,77.810504,140.947872,0.6010699496730808,3.2770320819277923,3.1644807902112473,17.0,77.0,141.0
M4-LBA-AN_frame_3239.jpg,Dataset_air/Dataset\Class 1\M4-LBA-AN_frame_3239.jpg,Class 1,Jernih,101.575408,8.955676,172.693244,9.000208088346403,2.28068748034973,7.040471060693596,103.0,10.0,174.0
M31-LBA-AN_frame_2867.jpg,Dataset_air/Dataset\Class 5\M31-LBA-AN_frame_2867.jpg,Class 5,Kotor,17.084832,97.592824,136.07304,0.7330944903462309,3.939635478699013,3.3267667724684276,17.0,98.0,136.0
M21-LBA-AN_frame_1367.jpg,Dataset_air/Dataset\Class 4\M21-LBA-AN_frame_1367.jpg,Class 4,Kotor,22.726512,25.813904,160.226968,1.0669415700290246,1.7527715991491875,5.779418441934793,23.0,25.0,161.0
M14-LBA-AN_frame_0395.jpg,Dataset_air/Dataset\Class 3\M14-LBA-AN_frame_0395.jpg,Class 3,Keruh,33.106116,12.000652,167.739292,2.624726918089575,1.1813939118245023,6.801564183240205,34.0,12.0,168.0
M3-LBA-AN_frame_3239.jpg,Dataset_air/Dataset\Class 1\M3-LBA-AN_frame_3239.jpg,Class 1,Jernih,77.776892,3.183024,168.4998,10.35210639533501,0.7538369952609117,7.297895584344846,75.0,3.0,168.0
M15-LBA-AN_frame_3107.jpg,Dataset_air/Dataset\Class 3\M15-LBA-AN_frame_3107.jpg,Class 3,Keruh,30.920348,12.139696,166.480488,3.613688912855671,1.5332622174905375,6.511470746448609,30.0,12.0,167.0
M15-LBA-AN_frame_5171.jpg,Dataset_air/Dataset\Class 3\M15-LBA-AN_frame_5171.jpg,Class 3,Keruh,31.254316,12.150236,167.115036,3.8014070253189147,1.4994989644224501,6.323546688267906,30.0,12.0,167.0
M29-LBA-AN_frame_0023.jpg,Dataset_air/Dataset\Class 5\M29-LBA-AN_frame_0023.jpg,Class 5,Kotor,18.543696,42.161376,151.920548,1.056205784676452,3.712355288307411,3.790189887023604,19.0,41.0,152.0
